"","stationId","date","hour","low_avail_count"
"125","10",2018-05-31,11,6
"126","10",2018-05-31,12,4
"127","10",2018-05-31,13,0
"128","10",2018-05-31,14,4
"129","10",2018-05-31,15,6
"130","10",2018-05-31,16,2
"131","10",2018-05-31,17,0
"132","10",2018-05-31,18,0
"133","10",2018-05-31,19,0
"134","10",2018-05-31,20,0
"135","10",2018-05-31,21,0
"136","10",2018-06-06,7,0
"137","10",2018-06-06,8,0
"138","10",2018-06-06,9,1
"139","10",2018-06-06,10,5
"140","10",2018-06-06,11,6
"141","10",2018-06-06,12,6
"142","10",2018-06-06,13,5
"143","10",2018-06-06,14,6
"144","10",2018-06-06,15,5
"145","10",2018-06-06,16,0
"146","10",2018-06-06,17,0
"147","10",2018-06-06,18,0
"148","10",2018-06-06,19,4
"149","10",2018-06-06,20,6
"150","10",2018-06-06,21,1
"151","10",2018-06-13,7,6
"152","10",2018-06-13,8,3
"153","10",2018-06-13,9,0
"154","10",2018-06-13,10,5
"155","10",2018-06-13,11,6
"156","10",2018-06-13,12,6
"157","10",2018-06-13,13,6
"158","10",2018-06-13,14,6
"159","10",2018-06-13,15,6
"160","10",2018-06-13,16,6
"161","10",2018-06-13,17,1
"162","10",2018-06-13,18,0
"163","10",2018-06-13,19,6
"164","10",2018-06-13,20,6
"165","10",2018-06-13,21,6
"166","10",2018-09-13,7,6
"167","10",2018-09-13,8,6
"168","10",2018-09-13,9,2
"169","10",2018-09-13,10,0
"170","10",2018-09-13,11,0
"171","10",2018-09-13,12,0
"172","10",2018-09-13,13,0
"173","10",2018-09-13,14,0
"174","10",2018-09-13,15,0
"175","10",2018-09-13,16,2
"176","10",2018-09-13,17,6
"177","10",2018-09-13,18,6
"178","10",2018-09-13,19,5
"179","10",2018-09-13,20,4
"180","10",2018-09-13,21,6
"181","10",2018-09-20,7,6
"182","10",2018-09-20,8,6
"183","10",2018-09-20,9,2
"184","10",2018-09-20,10,0
"185","10",2018-09-20,11,0
"186","10",2018-09-20,12,0
"187","10",2018-09-20,13,2
"188","10",2018-09-20,14,6
"189","10",2018-09-20,15,6
"190","10",2018-09-20,16,6
"191","10",2018-09-20,17,0
"192","10",2018-09-20,18,0
"193","10",2018-09-20,19,0
"194","10",2018-09-20,20,0
"195","10",2018-09-20,21,0
"196","10",2018-10-04,7,6
"197","10",2018-10-04,8,6
"198","10",2018-10-04,9,3
"199","10",2018-10-04,10,0
"200","10",2018-10-04,11,0
"201","10",2018-10-04,12,0
"202","10",2018-10-04,13,3
"203","10",2018-10-04,14,6
"204","10",2018-10-04,15,6
"205","10",2018-10-04,16,5
"206","10",2018-10-04,17,0
"207","10",2018-10-04,18,0
"208","10",2018-10-04,19,0
"209","10",2018-10-04,20,0
"210","10",2018-10-04,21,0
"211","10",2018-10-12,7,6
"212","10",2018-10-12,8,6
"213","10",2018-10-12,9,4
"214","10",2018-10-12,10,0
"215","10",2018-10-12,11,2
"216","10",2018-10-12,12,6
"217","10",2018-10-12,13,4
"218","10",2018-10-12,14,6
"219","10",2018-10-12,15,6
"220","10",2018-10-12,16,2
"221","10",2018-10-12,17,2
"222","10",2018-10-12,18,1
"223","10",2018-10-12,19,0
"224","10",2018-10-12,20,0
"225","10",2018-10-12,21,0
"226","10",2018-10-19,7,0
"227","10",2018-10-19,8,0
"228","10",2018-10-19,9,0
"229","10",2018-10-19,10,0
"230","10",2018-10-19,11,0
"231","10",2018-10-19,12,0
"232","10",2018-10-19,13,0
"233","10",2018-10-19,14,0
"234","10",2018-10-19,15,0
"235","10",2018-10-19,16,0
"236","10",2018-10-19,17,0
"237","10",2018-10-19,18,0
"238","10",2018-10-19,19,0
"239","10",2018-10-19,20,0
"240","10",2018-10-19,21,0
"241","100",2018-05-31,7,0
"242","100",2018-05-31,8,0
"243","100",2018-05-31,9,0
"244","100",2018-05-31,10,0
"245","100",2018-05-31,11,0
"246","100",2018-05-31,12,0
"247","100",2018-05-31,13,0
"248","100",2018-05-31,14,0
"249","100",2018-05-31,15,0
"250","100",2018-05-31,16,0
"251","100",2018-05-31,17,0
"252","100",2018-05-31,18,3
"253","100",2018-05-31,19,0
"254","100",2018-05-31,20,0
"255","100",2018-05-31,21,0
"256","100",2018-06-06,7,6
"257","100",2018-06-06,8,6
"258","100",2018-06-06,9,6
"259","100",2018-06-06,10,6
"260","100",2018-06-06,11,6
"261","100",2018-06-06,12,6
"262","100",2018-06-06,13,6
"263","100",2018-06-06,14,3
"264","100",2018-06-06,15,0
"265","100",2018-06-06,16,0
"266","100",2018-06-06,17,0
"267","100",2018-06-06,18,0
"268","100",2018-06-06,19,0
"269","100",2018-06-06,20,0
"270","100",2018-06-06,21,0
"271","100",2018-06-13,7,0
"272","100",2018-06-13,8,0
"273","100",2018-06-13,9,0
"274","100",2018-06-13,10,0
"275","100",2018-06-13,11,0
"276","100",2018-06-13,12,0
"277","100",2018-06-13,13,0
"278","100",2018-06-13,14,0
"279","100",2018-06-13,15,0
"280","100",2018-06-13,16,0
"281","100",2018-06-13,17,0
"282","100",2018-06-13,18,1
"283","100",2018-06-13,19,0
"284","100",2018-06-13,20,0
"285","100",2018-06-13,21,0
"286","100",2018-09-13,7,0
"287","100",2018-09-13,8,0
"288","100",2018-09-13,9,0
"289","100",2018-09-13,10,0
"290","100",2018-09-13,11,0
"291","100",2018-09-13,12,0
"292","100",2018-09-13,13,0
"293","100",2018-09-13,14,0
"294","100",2018-09-13,15,0
"295","100",2018-09-13,16,4
"296","100",2018-09-13,17,6
"297","100",2018-09-13,18,6
"298","100",2018-09-13,19,6
"299","100",2018-09-13,20,6
"300","100",2018-09-13,21,6
"301","100",2018-09-20,7,0
"302","100",2018-09-20,8,0
"303","100",2018-09-20,9,1
"304","100",2018-09-20,10,4
"305","100",2018-09-20,11,6
"306","100",2018-09-20,12,6
"307","100",2018-09-20,13,5
"308","100",2018-09-20,14,6
"309","100",2018-09-20,15,2
"310","100",2018-09-20,16,0
"311","100",2018-09-20,17,0
"312","100",2018-09-20,18,0
"313","100",2018-09-20,19,0
"314","100",2018-09-20,20,0
"315","100",2018-09-20,21,0
"316","100",2018-10-04,7,0
"317","100",2018-10-04,8,0
"318","100",2018-10-04,9,0
"319","100",2018-10-04,10,0
"320","100",2018-10-04,11,0
"321","100",2018-10-04,12,0
"322","100",2018-10-04,13,0
"323","100",2018-10-04,14,0
"324","100",2018-10-04,15,0
"325","100",2018-10-04,16,0
"326","100",2018-10-04,17,0
"327","100",2018-10-04,18,0
"328","100",2018-10-04,19,0
"329","100",2018-10-04,20,0
"330","100",2018-10-04,21,0
"331","100",2018-10-12,7,0
"332","100",2018-10-12,8,0
"333","100",2018-10-12,9,0
"334","100",2018-10-12,10,0
"335","100",2018-10-12,11,0
"336","100",2018-10-12,12,0
"337","100",2018-10-12,13,0
"338","100",2018-10-12,14,0
"339","100",2018-10-12,15,0
"340","100",2018-10-12,16,0
"341","100",2018-10-12,17,0
"342","100",2018-10-12,18,0
"343","100",2018-10-12,19,5
"344","100",2018-10-12,20,6
"345","100",2018-10-12,21,0
"346","100",2018-10-19,7,0
"347","100",2018-10-19,8,0
"348","100",2018-10-19,9,0
"349","100",2018-10-19,10,0
"350","100",2018-10-19,11,0
"351","100",2018-10-19,12,0
"352","100",2018-10-19,13,0
"353","100",2018-10-19,14,0
"354","100",2018-10-19,15,0
"355","100",2018-10-19,16,0
"356","100",2018-10-19,17,0
"357","100",2018-10-19,18,1
"358","100",2018-10-19,19,0
"359","100",2018-10-19,20,0
"360","100",2018-10-19,21,0
"361","101",2018-05-31,7,0
"362","101",2018-05-31,8,4
"363","101",2018-05-31,9,5
"364","101",2018-05-31,10,6
"365","101",2018-05-31,11,5
"366","101",2018-05-31,12,6
"367","101",2018-05-31,13,4
"368","101",2018-05-31,14,0
"369","101",2018-05-31,15,0
"370","101",2018-05-31,16,0
"371","101",2018-05-31,17,0
"372","101",2018-05-31,18,5
"373","101",2018-05-31,19,6
"374","101",2018-05-31,20,6
"375","101",2018-05-31,21,4
"376","101",2018-06-06,7,0
"377","101",2018-06-06,8,0
"378","101",2018-06-06,9,3
"379","101",2018-06-06,10,6
"380","101",2018-06-06,11,6
"381","101",2018-06-06,12,2
"382","101",2018-06-06,13,0
"383","101",2018-06-06,14,1
"384","101",2018-06-06,15,0
"385","101",2018-06-06,16,0
"386","101",2018-06-06,17,5
"387","101",2018-06-06,18,4
"388","101",2018-06-06,19,6
"389","101",2018-06-06,20,6
"390","101",2018-06-06,21,6
"391","101",2018-06-13,7,2
"392","101",2018-06-13,8,6
"393","101",2018-06-13,9,4
"394","101",2018-06-13,10,6
"395","101",2018-06-13,11,5
"396","101",2018-06-13,12,6
"397","101",2018-06-13,13,5
"398","101",2018-06-13,14,6
"399","101",2018-06-13,15,0
"400","101",2018-06-13,16,0
"401","101",2018-06-13,17,0
"402","101",2018-06-13,18,6
"403","101",2018-06-13,19,6
"404","101",2018-06-13,20,6
"405","101",2018-06-13,21,6
"406","101",2018-09-13,7,1
"407","101",2018-09-13,8,6
"408","101",2018-09-13,9,4
"409","101",2018-09-13,10,6
"410","101",2018-09-13,11,6
"411","101",2018-09-13,12,6
"412","101",2018-09-13,13,6
"413","101",2018-09-13,14,6
"414","101",2018-09-13,15,6
"415","101",2018-09-13,16,6
"416","101",2018-09-13,17,4
"417","101",2018-09-13,18,4
"418","101",2018-09-13,19,6
"419","101",2018-09-13,20,6
"420","101",2018-09-13,21,6
"421","101",2018-09-20,7,2
"422","101",2018-09-20,8,4
"423","101",2018-09-20,9,5
"424","101",2018-09-20,10,6
"425","101",2018-09-20,11,3
"426","101",2018-09-20,12,0
"427","101",2018-09-20,13,0
"428","101",2018-09-20,14,0
"429","101",2018-09-20,15,0
"430","101",2018-09-20,16,0
"431","101",2018-09-20,17,3
"432","101",2018-09-20,18,4
"433","101",2018-09-20,19,6
"434","101",2018-09-20,20,6
"435","101",2018-09-20,21,6
"436","101",2018-10-04,7,6
"437","101",2018-10-04,8,6
"438","101",2018-10-04,9,6
"439","101",2018-10-04,10,6
"440","101",2018-10-04,11,6
"441","101",2018-10-04,12,6
"442","101",2018-10-04,13,6
"443","101",2018-10-04,14,6
"444","101",2018-10-04,15,6
"445","101",2018-10-04,16,6
"446","101",2018-10-04,17,6
"447","101",2018-10-04,18,6
"448","101",2018-10-04,19,6
"449","101",2018-10-04,20,6
"450","101",2018-10-04,21,6
"451","101",2018-10-12,7,3
"452","101",2018-10-12,8,1
"453","101",2018-10-12,9,5
"454","101",2018-10-12,10,6
"455","101",2018-10-12,11,6
"456","101",2018-10-12,12,6
"457","101",2018-10-12,13,4
"458","101",2018-10-12,14,6
"459","101",2018-10-12,15,6
"460","101",2018-10-12,16,5
"461","101",2018-10-12,17,1
"462","101",2018-10-12,18,0
"463","101",2018-10-12,19,3
"464","101",2018-10-12,20,6
"465","101",2018-10-12,21,4
"466","101",2018-10-19,7,0
"467","101",2018-10-19,8,2
"468","101",2018-10-19,9,4
"469","101",2018-10-19,10,6
"470","101",2018-10-19,11,6
"471","101",2018-10-19,12,6
"472","101",2018-10-19,13,0
"473","101",2018-10-19,14,3
"474","101",2018-10-19,15,0
"475","101",2018-10-19,16,3
"476","101",2018-10-19,17,1
"477","101",2018-10-19,18,3
"478","101",2018-10-19,19,6
"479","101",2018-10-19,20,6
"480","101",2018-10-19,21,6
"481","102",2018-05-31,7,1
"482","102",2018-05-31,8,2
"483","102",2018-05-31,9,2
"484","102",2018-05-31,10,6
"485","102",2018-05-31,11,5
"486","102",2018-05-31,12,2
"487","102",2018-05-31,13,1
"488","102",2018-05-31,14,0
"489","102",2018-05-31,15,0
"490","102",2018-05-31,16,6
"491","102",2018-05-31,17,3
"492","102",2018-05-31,18,1
"493","102",2018-05-31,19,0
"494","102",2018-05-31,20,5
"495","102",2018-05-31,21,6
"496","102",2018-06-06,7,4
"497","102",2018-06-06,8,2
"498","102",2018-06-06,9,1
"499","102",2018-06-06,10,5
"500","102",2018-06-06,11,2
"501","102",2018-06-06,12,6
"502","102",2018-06-06,13,6
"503","102",2018-06-06,14,2
"504","102",2018-06-06,15,3
"505","102",2018-06-06,16,6
"506","102",2018-06-06,17,0
"507","102",2018-06-06,18,3
"508","102",2018-06-06,19,6
"509","102",2018-06-06,20,4
"510","102",2018-06-06,21,6
"511","102",2018-06-13,7,1
"512","102",2018-06-13,8,0
"513","102",2018-06-13,9,6
"514","102",2018-06-13,10,6
"515","102",2018-06-13,11,6
"516","102",2018-06-13,12,6
"517","102",2018-06-13,13,6
"518","102",2018-06-13,14,3
"519","102",2018-06-13,15,6
"520","102",2018-06-13,16,6
"521","102",2018-06-13,17,5
"522","102",2018-06-13,18,3
"523","102",2018-06-13,19,6
"524","102",2018-06-13,20,6
"525","102",2018-06-13,21,6
"526","102",2018-09-13,7,0
"527","102",2018-09-13,8,0
"528","102",2018-09-13,9,2
"529","102",2018-09-13,10,6
"530","102",2018-09-13,11,6
"531","102",2018-09-13,12,6
"532","102",2018-09-13,13,5
"533","102",2018-09-13,14,0
"534","102",2018-09-13,15,0
"535","102",2018-09-13,16,0
"536","102",2018-09-13,17,0
"537","102",2018-09-13,18,3
"538","102",2018-09-13,19,5
"539","102",2018-09-13,20,6
"540","102",2018-09-13,21,5
"541","102",2018-09-20,7,1
"542","102",2018-09-20,8,4
"543","102",2018-09-20,9,3
"544","102",2018-09-20,10,6
"545","102",2018-09-20,11,6
"546","102",2018-09-20,12,6
"547","102",2018-09-20,13,6
"548","102",2018-09-20,14,6
"549","102",2018-09-20,15,6
"550","102",2018-09-20,16,2
"551","102",2018-09-20,17,1
"552","102",2018-09-20,18,6
"553","102",2018-09-20,19,6
"554","102",2018-09-20,20,6
"555","102",2018-09-20,21,6
"556","102",2018-10-04,7,3
"557","102",2018-10-04,8,1
"558","102",2018-10-04,9,5
"559","102",2018-10-04,10,6
"560","102",2018-10-04,11,6
"561","102",2018-10-04,12,5
"562","102",2018-10-04,13,3
"563","102",2018-10-04,14,6
"564","102",2018-10-04,15,6
"565","102",2018-10-04,16,3
"566","102",2018-10-04,17,3
"567","102",2018-10-04,18,0
"568","102",2018-10-04,19,5
"569","102",2018-10-04,20,6
"570","102",2018-10-04,21,6
"571","102",2018-10-12,7,4
"572","102",2018-10-12,8,1
"573","102",2018-10-12,9,6
"574","102",2018-10-12,10,6
"575","102",2018-10-12,11,3
"576","102",2018-10-12,12,6
"577","102",2018-10-12,13,6
"578","102",2018-10-12,14,6
"579","102",2018-10-12,15,6
"580","102",2018-10-12,16,6
"581","102",2018-10-12,17,0
"582","102",2018-10-12,18,0
"583","102",2018-10-12,19,2
"584","102",2018-10-12,20,2
"585","102",2018-10-12,21,6
"586","102",2018-10-19,7,0
"587","102",2018-10-19,8,0
"588","102",2018-10-19,9,4
"589","102",2018-10-19,10,6
"590","102",2018-10-19,11,6
"591","102",2018-10-19,12,3
"592","102",2018-10-19,13,0
"593","102",2018-10-19,14,0
"594","102",2018-10-19,15,0
"595","102",2018-10-19,16,0
"596","102",2018-10-19,17,3
"597","102",2018-10-19,18,6
"598","102",2018-10-19,19,6
"599","102",2018-10-19,20,5
"600","102",2018-10-19,21,6
"601","103",2018-05-31,7,6
"602","103",2018-05-31,8,6
"603","103",2018-05-31,9,6
"604","103",2018-05-31,10,5
"605","103",2018-05-31,11,0
"606","103",2018-05-31,12,0
"607","103",2018-05-31,13,0
"608","103",2018-05-31,14,0
"609","103",2018-05-31,15,0
"610","103",2018-05-31,16,0
"611","103",2018-05-31,17,0
"612","103",2018-05-31,18,0
"613","103",2018-05-31,19,0
"614","103",2018-05-31,20,0
"615","103",2018-05-31,21,0
"616","103",2018-06-06,7,0
"617","103",2018-06-06,8,0
"618","103",2018-06-06,9,2
"619","103",2018-06-06,10,6
"620","103",2018-06-06,11,6
"621","103",2018-06-06,12,6
"622","103",2018-06-06,13,6
"623","103",2018-06-06,14,6
"624","103",2018-06-06,15,6
"625","103",2018-06-06,16,6
"626","103",2018-06-06,17,6
"627","103",2018-06-06,18,4
"628","103",2018-06-06,19,0
"629","103",2018-06-06,20,0
"630","103",2018-06-06,21,0
"631","103",2018-06-13,7,0
"632","103",2018-06-13,8,6
"633","103",2018-06-13,9,4
"634","103",2018-06-13,10,6
"635","103",2018-06-13,11,6
"636","103",2018-06-13,12,0
"637","103",2018-06-13,13,0
"638","103",2018-06-13,14,0
"639","103",2018-06-13,15,0
"640","103",2018-06-13,16,2
"641","103",2018-06-13,17,0
"642","103",2018-06-13,18,0
"643","103",2018-06-13,19,0
"644","103",2018-06-13,20,0
"645","103",2018-06-13,21,0
"646","103",2018-09-13,7,6
"647","103",2018-09-13,8,6
"648","103",2018-09-13,9,6
"649","103",2018-09-13,10,6
"650","103",2018-09-13,11,6
"651","103",2018-09-13,12,6
"652","103",2018-09-13,13,4
"653","103",2018-09-13,14,6
"654","103",2018-09-13,15,6
"655","103",2018-09-13,16,6
"656","103",2018-09-13,17,6
"657","103",2018-09-13,18,0
"658","103",2018-09-13,19,0
"659","103",2018-09-13,20,0
"660","103",2018-09-13,21,0
"661","103",2018-09-20,7,0
"662","103",2018-09-20,8,3
"663","103",2018-09-20,9,6
"664","103",2018-09-20,10,6
"665","103",2018-09-20,11,6
"666","103",2018-09-20,12,6
"667","103",2018-09-20,13,0
"668","103",2018-09-20,14,2
"669","103",2018-09-20,15,2
"670","103",2018-09-20,16,3
"671","103",2018-09-20,17,5
"672","103",2018-09-20,18,2
"673","103",2018-09-20,19,0
"674","103",2018-09-20,20,0
"675","103",2018-09-20,21,0
"676","103",2018-10-04,7,0
"677","103",2018-10-04,8,1
"678","103",2018-10-04,9,1
"679","103",2018-10-04,10,1
"680","103",2018-10-04,11,4
"681","103",2018-10-04,12,6
"682","103",2018-10-04,13,6
"683","103",2018-10-04,14,6
"684","103",2018-10-04,15,6
"685","103",2018-10-04,16,6
"686","103",2018-10-04,17,0
"687","103",2018-10-04,18,0
"688","103",2018-10-04,19,0
"689","103",2018-10-04,20,0
"690","103",2018-10-04,21,0
"691","103",2018-10-12,7,0
"692","103",2018-10-12,8,1
"693","103",2018-10-12,9,6
"694","103",2018-10-12,10,6
"695","103",2018-10-12,11,6
"696","103",2018-10-12,12,2
"697","103",2018-10-12,13,0
"698","103",2018-10-12,14,0
"699","103",2018-10-12,15,0
"700","103",2018-10-12,16,0
"701","103",2018-10-12,17,0
"702","103",2018-10-12,18,0
"703","103",2018-10-12,19,2
"704","103",2018-10-12,20,0
"705","103",2018-10-12,21,0
"706","103",2018-10-19,7,0
"707","103",2018-10-19,8,0
"708","103",2018-10-19,9,0
"709","103",2018-10-19,10,0
"710","103",2018-10-19,11,0
"711","103",2018-10-19,12,0
"712","103",2018-10-19,13,0
"713","103",2018-10-19,14,0
"714","103",2018-10-19,15,0
"715","103",2018-10-19,16,0
"716","103",2018-10-19,17,0
"717","103",2018-10-19,18,2
"718","103",2018-10-19,19,0
"719","103",2018-10-19,20,0
"720","103",2018-10-19,21,0
"721","104",2018-05-31,7,6
"722","104",2018-05-31,8,2
"723","104",2018-05-31,9,0
"724","104",2018-05-31,10,4
"725","104",2018-05-31,11,6
"726","104",2018-05-31,12,6
"727","104",2018-05-31,13,6
"728","104",2018-05-31,14,6
"729","104",2018-05-31,15,5
"730","104",2018-05-31,16,0
"731","104",2018-05-31,17,0
"732","104",2018-05-31,18,0
"733","104",2018-05-31,19,2
"734","104",2018-05-31,20,0
"735","104",2018-05-31,21,0
"736","104",2018-06-06,7,1
"737","104",2018-06-06,8,6
"738","104",2018-06-06,9,4
"739","104",2018-06-06,10,2
"740","104",2018-06-06,11,6
"741","104",2018-06-06,12,6
"742","104",2018-06-06,13,6
"743","104",2018-06-06,14,6
"744","104",2018-06-06,15,5
"745","104",2018-06-06,16,2
"746","104",2018-06-06,17,0
"747","104",2018-06-06,18,0
"748","104",2018-06-06,19,0
"749","104",2018-06-06,20,1
"750","104",2018-06-06,21,6
"751","104",2018-06-13,7,3
"752","104",2018-06-13,8,4
"753","104",2018-06-13,9,3
"754","104",2018-06-13,10,6
"755","104",2018-06-13,11,0
"756","104",2018-06-13,12,0
"757","104",2018-06-13,13,0
"758","104",2018-06-13,14,0
"759","104",2018-06-13,15,0
"760","104",2018-06-13,16,3
"761","104",2018-06-13,17,4
"762","104",2018-06-13,18,0
"763","104",2018-06-13,19,0
"764","104",2018-06-13,20,5
"765","104",2018-06-13,21,6
"766","104",2018-09-13,7,2
"767","104",2018-09-13,8,4
"768","104",2018-09-13,9,0
"769","104",2018-09-13,10,3
"770","104",2018-09-13,11,6
"771","104",2018-09-13,12,5
"772","104",2018-09-13,13,0
"773","104",2018-09-13,14,0
"774","104",2018-09-13,15,0
"775","104",2018-09-13,16,0
"776","104",2018-09-13,17,0
"777","104",2018-09-13,18,1
"778","104",2018-09-13,19,0
"779","104",2018-09-13,20,1
"780","104",2018-09-13,21,0
"781","104",2018-09-20,7,2
"782","104",2018-09-20,8,5
"783","104",2018-09-20,9,1
"784","104",2018-09-20,10,0
"785","104",2018-09-20,11,2
"786","104",2018-09-20,12,3
"787","104",2018-09-20,13,6
"788","104",2018-09-20,14,6
"789","104",2018-09-20,15,3
"790","104",2018-09-20,16,1
"791","104",2018-09-20,17,1
"792","104",2018-09-20,18,3
"793","104",2018-09-20,19,0
"794","104",2018-09-20,20,0
"795","104",2018-09-20,21,1
"796","104",2018-10-19,7,5
"797","104",2018-10-19,8,4
"798","104",2018-10-19,9,0
"799","104",2018-10-19,10,0
"800","104",2018-10-19,11,0
"801","104",2018-10-19,12,0
"802","104",2018-10-19,13,0
"803","104",2018-10-19,14,0
"804","104",2018-10-19,15,0
"805","104",2018-10-19,16,0
"806","104",2018-10-19,17,2
"807","104",2018-10-19,18,1
"808","104",2018-10-19,19,0
"809","104",2018-10-19,20,0
"810","104",2018-10-19,21,0
"811","105",2018-05-31,7,0
"812","105",2018-05-31,8,0
"813","105",2018-05-31,9,0
"814","105",2018-05-31,10,0
"815","105",2018-05-31,11,0
"816","105",2018-05-31,12,0
"817","105",2018-05-31,13,0
"818","105",2018-05-31,14,0
"819","105",2018-05-31,15,0
"820","105",2018-05-31,16,0
"821","105",2018-05-31,17,0
"822","105",2018-05-31,18,4
"823","105",2018-05-31,19,5
"824","105",2018-05-31,20,0
"825","105",2018-05-31,21,0
"826","105",2018-06-06,7,0
"827","105",2018-06-06,8,0
"828","105",2018-06-06,9,2
"829","105",2018-06-06,10,3
"830","105",2018-06-06,11,3
"831","105",2018-06-06,12,6
"832","105",2018-06-06,13,6
"833","105",2018-06-06,14,6
"834","105",2018-06-06,15,6
"835","105",2018-06-06,16,6
"836","105",2018-06-06,17,6
"837","105",2018-06-06,18,4
"838","105",2018-06-06,19,0
"839","105",2018-06-06,20,0
"840","105",2018-06-06,21,0
"841","105",2018-06-13,7,6
"842","105",2018-06-13,8,2
"843","105",2018-06-13,9,0
"844","105",2018-06-13,10,0
"845","105",2018-06-13,11,0
"846","105",2018-06-13,12,5
"847","105",2018-06-13,13,6
"848","105",2018-06-13,14,6
"849","105",2018-06-13,15,6
"850","105",2018-06-13,16,6
"851","105",2018-06-13,17,5
"852","105",2018-06-13,18,3
"853","105",2018-06-13,19,0
"854","105",2018-06-13,20,4
"855","105",2018-06-13,21,6
"856","105",2018-09-13,7,6
"857","105",2018-09-13,8,1
"858","105",2018-09-13,9,0
"859","105",2018-09-13,10,0
"860","105",2018-09-13,11,0
"861","105",2018-09-13,12,0
"862","105",2018-09-13,13,0
"863","105",2018-09-13,14,0
"864","105",2018-09-13,15,5
"865","105",2018-09-13,16,5
"866","105",2018-09-13,17,0
"867","105",2018-09-13,18,0
"868","105",2018-09-13,19,0
"869","105",2018-09-13,20,0
"870","105",2018-09-13,21,0
"871","105",2018-09-20,7,6
"872","105",2018-09-20,8,5
